trip_id,truck_id,fuel_gallons_used,truck_avg,truck_stddev
TRIP00053905,TRK00114,589.4,226.12,126.81
TRIP00058101,TRK00114,499.6,226.12,126.81
TRIP00059767,TRK00114,482.4,226.12,126.81
TRIP00073294,TRK00114,507.6,226.12,126.81
TRIP00077522,TRK00114,484.1,226.12,126.81
TRIP00080991,TRK00114,565.4,226.12,126.81
TRIP00081608,TRK00114,486.4,226.12,126.81
TRIP00000470,TRK00115,479.9,219.58,124.66
TRIP00001414,TRK00115,480.2,219.58,124.66
TRIP00001473,TRK00115,489.2,219.58,124.66
TRIP00001795,TRK00115,565.7,219.58,124.66
TRIP00003125,TRK00115,520.1,219.58,124.66
TRIP00007313,TRK00115,469.6,219.58,124.66
TRIP00016560,TRK00115,480.0,219.58,124.66
TRIP00025386,TRK00115,474.5,219.58,124.66
TRIP00034315,TRK00115,491.1,219.58,124.66
TRIP00035146,TRK00115,469.1,219.58,124.66
TRIP00036700,TRK00115,523.7,219.58,124.66
TRIP00037270,TRK00115,607.8,219.58,124.66
TRIP00037521,TRK00115,469.8,219.58,124.66
TRIP00040428,TRK00115,563.0,219.58,124.66
TRIP00043758,TRK00115,489.9,219.58,124.66
TRIP00045513,TRK00115,512.9,219.58,124.66
TRIP00052814,TRK00115,490.6,219.58,124.66
TRIP00054028,TRK00115,496.8,219.58,124.66
TRIP00060096,TRK00115,486.5,219.58,124.66
TRIP00060459,TRK00115,490.8,219.58,124.66
TRIP00062013,TRK00115,587.5,219.58,124.66
TRIP00066904,TRK00115,492.7,219.58,124.66
TRIP00067750,TRK00115,481.7,219.58,124.66
TRIP00072337,TRK00115,514.1,219.58,124.66
TRIP00079872,TRK00115,543.5,219.58,124.66
TRIP00084194,TRK00115,470.6,219.58,124.66
TRIP00000797,TRK00116,482.9,224.3,126.35
TRIP00000916,TRK00116,591.9,224.3,126.35
TRIP00010751,TRK00116,503.0,224.3,126.35
TRIP00014415,TRK00116,494.2,224.3,126.35
TRIP00016343,TRK00116,494.8,224.3,126.35
TRIP00017797,TRK00116,534.7,224.3,126.35
TRIP00018645,TRK00116,538.3,224.3,126.35
TRIP00018717,TRK00116,480.8,224.3,126.35
TRIP00026185,TRK00116,586.4,224.3,126.35
TRIP00030181,TRK00116,490.1,224.3,126.35
TRIP00032526,TRK00116,500.2,224.3,126.35
TRIP00035537,TRK00116,495.5,224.3,126.35
TRIP00042305,TRK00116,553.7,224.3,126.35
TRIP00045348,TRK00116,556.0,224.3,126.35
TRIP00048455,TRK00116,502.2,224.3,126.35
TRIP00057186,TRK00116,477.4,224.3,126.35
TRIP00066649,TRK00116,541.1,224.3,126.35
TRIP00076201,TRK00116,525.9,224.3,126.35
TRIP00076485,TRK00116,482.6,224.3,126.35
TRIP00083881,TRK00116,489.5,224.3,126.35
TRIP00007452,TRK00120,580.5,228.27,130.98
TRIP00011290,TRK00120,570.8,228.27,130.98
TRIP00014571,TRK00120,541.2,228.27,130.98
TRIP00022505,TRK00120,519.1,228.27,130.98
TRIP00031566,TRK00120,592.2,228.27,130.98
TRIP00032685,TRK00120,534.2,228.27,130.98
TRIP00036758,TRK00120,610.1,228.27,130.98
TRIP00038784,TRK00120,504.3,228.27,130.98
TRIP00045833,TRK00120,567.2,228.27,130.98
TRIP00052751,TRK00120,520.6,228.27,130.98
TRIP00060248,TRK00120,547.1,228.27,130.98
TRIP00066520,TRK00120,565.5,228.27,130.98
TRIP00072908,TRK00120,499.3,228.27,130.98
TRIP00001384,,582.1,224.86,126.68
TRIP00002106,,498.0,224.86,126.68
TRIP00002352,,482.1,224.86,126.68
TRIP00002892,,505.9,224.86,126.68
TRIP00003671,,564.0,224.86,126.68
TRIP00003836,,548.7,224.86,126.68
TRIP00005429,,482.2,224.86,126.68
TRIP00012402,,494.5,224.86,126.68
TRIP00013081,,535.6,224.86,126.68
TRIP00013311,,501.8,224.86,126.68
TRIP00014950,,491.3,224.86,126.68
TRIP00015605,,542.3,224.86,126.68
TRIP00016008,,488.2,224.86,126.68
TRIP00017709,,575.2,224.86,126.68
TRIP00019801,,572.0,224.86,126.68
TRIP00022315,,479.1,224.86,126.68
TRIP00022421,,500.8,224.86,126.68
TRIP00024065,,520.7,224.86,126.68
TRIP00024179,,495.4,224.86,126.68
TRIP00029870,,515.7,224.86,126.68
TRIP00036600,,515.2,224.86,126.68
TRIP00039854,,484.1,224.86,126.68
TRIP00048230,,493.1,224.86,126.68
TRIP00054101,,492.7,224.86,126.68
TRIP00054419,,531.1,224.86,126.68
TRIP00058727,,502.7,224.86,126.68
TRIP00060741,,597.0,224.86,126.68
TRIP00062733,,487.2,224.86,126.68
TRIP00064621,,493.0,224.86,126.68
TRIP00069598,,489.9,224.86,126.68
TRIP00070928,,502.8,224.86,126.68
TRIP00072093,,498.2,224.86,126.68
TRIP00073069,,481.2,224.86,126.68
TRIP00075501,,486.3,224.86,126.68
TRIP00076702,,507.6,224.86,126.68
TRIP00078459,,565.9,224.86,126.68
TRIP00079869,,505.3,224.86,126.68
TRIP00080953,,525.4,224.86,126.68
TRIP00083701,,489.0,224.86,126.68
